machine,variable,window,n_days,slope_per_day,total_change,p_linear,kendall_tau,p_kendall,significant,is_injected
LD-02,Feed_Speed_mm_s,full,120,-0.00010834132628496324,-0.012892617827910626,0.6911132183845606,-0.024649859943977587,0.6897382297343826,False,False
LD-02,Feed_Speed_mm_s,last45,46,0.0006167035887222522,0.02775166149250135,0.5917425777713382,0.06666666666666667,0.5135612972130861,False,False
LD-02,Feed_Speed_mm_s,last30,31,-0.0016320508799717419,-0.04896152639915226,0.46537538143716867,-0.11827956989247314,0.36174932276300503,False,False
LD-02,Feed_Speed_mm_s,last21,22,-0.005180388276204414,-0.10878815380029269,0.1540880532824063,-0.25541125541125537,0.10236227652840134,False,False
LD-02,Feed_Speed_mm_s,last14,15,-0.007254619407412527,-0.10156467170377538,0.22985722228834884,-0.2761904761904762,0.16857787367749338,False,False
LD-02,Feed_Speed_mm_s,last7,8,-0.018138851374783507,-0.12697195962348456,0.1392019231519839,-0.3571428571428571,0.27509920634920637,False,False
LD-02,Focus_Offset_um,full,120,2.8213178277552073e-05,0.0033573682150286966,0.6958881337160054,0.021288515406162462,0.7302653630016673,False,False
LD-02,Focus_Offset_um,last45,46,0.0001636395667827765,0.007363780505224943,0.6344085697455103,0.03768115942028986,0.7119354871322096,False,False
LD-02,Focus_Offset_um,last30,31,-3.332022135542344e-05,-0.0009996066406627031,0.9588864815539497,-0.04086021505376344,0.7616202077225781,False,False
LD-02,Focus_Offset_um,last21,22,0.0005964662982594747,0.012525792263448968,0.6148900201377978,0.0303030303030303,0.8672669832921104,False,False
LD-02,Focus_Offset_um,last14,15,-0.003748161902038765,-0.05247426662854271,0.017034363019688213,-0.40952380952380957,0.03589723736788882,False,False
LD-02,Focus_Offset_um,last7,8,-0.007269664987971129,-0.0508876549157979,0.0006106191686988343,-0.8571428571428571,0.001736111111111111,True,False
LD-02,Head_Temp_C,full,120,-0.0002718880911984418,-0.03235468285261457,0.22081348913628482,-0.0680672268907563,0.2703030654228944,False,False
LD-02,Head_Temp_C,last45,46,-0.0014825176341113201,-0.0667132935350094,0.13458202673479502,-0.14396135265700485,0.15831697957750634,False,False
LD-02,Head_Temp_C,last30,31,-0.003487843050174514,-0.10463529150523541,0.052025557077608676,-0.2602150537634409,0.04066639387189535,False,False
LD-02,Head_Temp_C,last21,22,-0.004917106784019169,-0.10325924246440255,0.07031628412639987,-0.341991341991342,0.02657260837891985,False,False
LD-02,Head_Temp_C,last14,15,-0.012004801352663208,-0.1680672189372849,0.00953802382694192,-0.6190476190476191,0.0008364083878716816,True,False
LD-02,Head_Temp_C,last7,8,-0.020928614752501344,-0.1465003032675094,0.012561541466776656,-0.7142857142857142,0.014136904761904762,False,False
LD-02,Coolant_Flow_lpm,full,120,-5.167754629411394e-05,-0.006149628008999559,0.517399644829128,-0.05742296918767507,0.35238215540475104,False,False
LD-02,Coolant_Flow_lpm,last45,46,-0.0002824380362580323,-0.012709711631611454,0.39231505926025256,-0.07439613526570048,0.4659724913518163,False,False
LD-02,Coolant_Flow_lpm,last30,31,9.49026638845992e-05,0.002847079916537976,0.861017704572815,0.049462365591397855,0.7107751828753067,False,False
LD-02,Coolant_Flow_lpm,last21,22,0.00016819326592989144,0.0035320585845277203,0.8498140325481227,0.05627705627705628,0.7380940484479567,False,False
LD-02,Coolant_Flow_lpm,last14,15,0.0002631748198642457,0.00368444747809944,0.8695871522039437,0.08571428571428572,0.6971814254173712,False,False
LD-02,Coolant_Flow_lpm,last7,8,-0.005923382626163744,-0.041463678383146206,0.2294786987315501,-0.2857142857142857,0.39875992063492066,False,False
LD-02,Clean_Flow_lpm,full,120,-4.764082737593409e-05,-0.005669258457736157,0.5046733088687764,-0.037815126050420166,0.5402566428433984,False,False
LD-02,Clean_Flow_lpm,last45,46,-4.5541643731745084e-05,-0.0020493739679285287,0.8711362889362819,-0.0106280193236715,0.917050574260857,False,False
LD-02,Clean_Flow_lpm,last30,31,2.7610154295917394e-05,0.0008283046288775219,0.9565428437763466,0.006451612903225807,0.9731187568658406,False,False
LD-02,Clean_Flow_lpm,last21,22,-0.00019187356400063773,-0.004029344844013393,0.8036166729749904,-0.047619047619047616,0.7805448221723992,False,False
LD-02,Clean_Flow_lpm,last14,15,-0.0008843873407860286,-0.0123814227710044,0.5041522656784793,-0.10476190476190476,0.6264945175158468,False,False
LD-02,Clean_Flow_lpm,last7,8,-0.007910875937701366,-0.05537613156390956,0.0275638159263101,-0.5714285714285714,0.06101190476190476,False,False
LD-02,Clean_Pressure_bar,full,120,-2.3719385478869644e-05,-0.002822606871985488,0.24577736892105886,-0.062184873949579826,0.3138872997447709,False,False
LD-02,Clean_Pressure_bar,last45,46,-3.785899632535841e-05,-0.0017036548346411285,0.6589249327850315,-0.008695652173913045,0.9320917644690463,False,False
LD-02,Clean_Pressure_bar,last30,31,1.9411871984321313e-06,5.823561595296394e-05,0.9875583594629073,0.03225806451612904,0.813497254103598,False,False
LD-02,Clean_Pressure_bar,last21,22,-5.454868581549572e-05,-0.0011455224021254102,0.8016121185014834,0.012987012987012986,0.9555771436337516,False,False
LD-02,Clean_Pressure_bar,last14,15,-0.0003450878045674629,-0.00483122926394448,0.4223417846910163,-0.12380952380952381,0.5589660721223221,False,False
LD-02,Clean_Pressure_bar,last7,8,-0.0016131698286818285,-0.011292188800772799,0.05328076719364958,-0.42857142857142855,0.17886904761904762,False,False
LD-02,Clean_Time_s,full,120,-0.00015798803461445848,-0.01880057611912056,0.29995761892975975,-0.05686274509803921,0.35709968549393334,False,False
LD-02,Clean_Time_s,last45,46,-0.00012914205420367917,-0.005811392439165563,0.8256342159292817,0.004830917874396136,0.9622416434573877,False,False
LD-02,Clean_Time_s,last30,31,-7.003183214027511e-05,-0.0021009549642082535,0.9501423101975603,0.027956989247311832,0.8397559694413963,False,False
LD-02,Clean_Time_s,last21,22,-0.0029126193372406004,-0.06116500608205261,0.13821440485737035,-0.2207792207792208,0.16029274039086885,False,False
LD-02,Clean_Time_s,last14,15,-0.00622544638564745,-0.0871562493990643,0.06910667172280954,-0.3523809523809524,0.07433498084899375,False,False
LD-02,Clean_Time_s,last7,8,0.0025150007544163734,0.017605005280914614,0.7760304084227949,0.0,1.0,False,False
LD-02,Vibration_mm_s,full,120,0.001957173338332187,0.23290362726153024,5.773955381693835e-57,0.77703081232493,2.5794767667110484e-36,True,True
LD-02,Vibration_mm_s,last45,46,0.0020423584207518533,0.0919061289338334,2.1881261916561944e-20,0.7816425120772947,1.863173978172736e-14,True,True
LD-02,Vibration_mm_s,last30,31,0.002087323378050983,0.0626197013415295,1.7858364985954666e-10,0.6903225806451614,1.7137602979422652e-09,True,True
LD-02,Vibration_mm_s,last21,22,0.00229575999998591,0.048210959999704116,4.811642069091856e-06,0.6277056277056278,1.3534064498516341e-05,True,True
LD-02,Vibration_mm_s,last14,15,0.0013005112837721179,0.01820715797280965,0.05405112439314427,0.37142857142857144,0.058995845051235264,False,True
LD-02,Vibration_mm_s,last7,8,0.0008464135064787117,0.005924894545350981,0.6521028598221045,0.21428571428571427,0.5484126984126985,False,True
LD-03,Laser_Power_W,full,120,-1.899622855402037e-05,-0.002260551197928424,0.3985935683732649,-0.07675070028011204,0.21386937701119546,False,False
LD-03,Laser_Power_W,last45,46,1.442092574248979e-05,0.0006489416584120406,0.8716757716632334,0.0009661835748792271,0.9924456207213618,False,False
LD-03,Laser_Power_W,last30,31,-0.00012890337436874882,-0.0038671012310624647,0.36478149098867513,-0.13978494623655915,0.2792487336967667,False,False
LD-03,Laser_Power_W,last21,22,-0.00026186403591585465,-0.005499144754232948,0.24305825371142548,-0.2207792207792208,0.16029274039086885,False,False
LD-03,Laser_Power_W,last14,15,-8.854122589694312e-05,-0.0012395771625572038,0.8385749388748653,-0.009523809523809525,1.0,False,False
LD-03,Laser_Power_W,last7,8,-0.0007316064272217458,-0.005121244990552221,0.5592011827973806,-0.14285714285714285,0.7195436507936508,False,False
LD-03,Laser_Frequency_kHz,full,120,-0.0005623492110898085,-0.06691955611968721,0.01884150957552,-0.138375350140056,0.025024672971906154,False,False
LD-03,Laser_Frequency_kHz,last45,46,-1.3298230373346085e-05,-0.0005984203668005739,0.989874416170393,0.0106280193236715,0.917050574260857,False,False
LD-03,Laser_Frequency_kHz,last30,31,-0.0007418533112079667,-0.022255599336239003,0.7107397923576685,-0.015053763440860218,0.9194760457503081,False,False
LD-03,Laser_Frequency_kHz,last21,22,-0.005401170895992631,-0.11342458881584525,0.1064538145309754,-0.23809523809523808,0.12887799882436143,False,False
LD-03,Laser_Frequency_kHz,last14,15,-0.009218578645173534,-0.1290601010324295,0.06746757866580043,-0.2571428571428572,0.20184282422518202,False,False
LD-03,Laser_Frequency_kHz,last7,8,-0.007431228964205634,-0.05201860274943944,0.428592570682905,-0.2857142857142857,0.39875992063492066,False,False
LD-03,Power_Efficiency_pct,full,120,1.754430766935736e-05,0.002087772612653526,0.5543643282364581,0.036694677871148454,0.5523255089999968,False,False
LD-03,Power_Efficiency_pct,last45,46,0.00011266486500873163,0.005069918925392923,0.3280652212243869,0.1033816425120773,0.31101610273875624,False,False
LD-03,Power_Efficiency_pct,last30,31,-9.376653685530373e-05,-0.0028129961056591116,0.663770045345675,-0.03225806451612904,0.813497254103598,False,False
LD-03,Power_Efficiency_pct,last21,22,-0.0003544306766518355,-0.007443044209688545,0.30626201060852964,-0.1341991341991342,0.4020304086977944,False,False
LD-03,Power_Efficiency_pct,last14,15,-0.0002957433467677057,-0.004140406854747879,0.6637944597175333,-0.009523809523809525,1.0,False,False
LD-03,Power_Efficiency_pct,last7,8,-0.0037400703127669238,-0.026180492189368465,0.05247877957908563,-0.5714285714285714,0.06101190476190476,False,False
LD-03,Beam_Center_Offset_um,full,120,1.0904860011606137e-05,0.0012976783413811302,0.7919575080849668,0.0053221288515406156,0.9313128837436386,False,False
LD-03,Beam_Center_Offset_um,last45,46,-4.1952483099403486e-05,-0.0018878617394731568,0.8017676167934372,-0.058937198067632854,0.5635630692255738,False,False
LD-03,Beam_Center_Offset_um,last30,31,-0.00026895078523934176,-0.008068523557180253,0.3865647612085341,-0.13118279569892474,0.31060267097628474,False,False
LD-03,Beam_Center_Offset_um,last21,22,-0.0005468592903656198,-0.011484045097678017,0.3167128190865743,-0.14285714285714285,0.3711989339777388,False,False
LD-03,Beam_Center_Offset_um,last14,15,-0.000864985150049472,-0.012109792100692608,0.24065373847210328,-0.2571428571428572,0.20184282422518202,False,False
LD-03,Beam_Center_Offset_um,last7,8,-0.002917970120514152,-0.02042579084359906,0.23088851045077616,-0.3571428571428571,0.27509920634920637,False,False
LD-03,Feed_Speed_mm_s,full,120,0.00018375730085830796,0.02186711880213865,0.4616042117974336,0.04033613445378151,0.5135930110550229,False,False
LD-03,Feed_Speed_mm_s,last45,46,0.000860847439673769,0.03873813478531961,0.455159833567722,0.0995169082125604,0.3294513237236234,False,False
LD-03,Feed_Speed_mm_s,last30,31,0.002998060336065509,0.08994181008196528,0.12327341322068466,0.18279569892473121,0.15452856918581126,False,False
LD-03,Feed_Speed_mm_s,last21,22,0.0006035289215092589,0.012674107351694436,0.8487072622796391,0.0303030303030303,0.8672669832921104,False,False
LD-03,Feed_Speed_mm_s,last14,15,0.004386715115169742,0.06141401161237639,0.4702082649288222,0.18095238095238098,0.3794503959627968,False,False
LD-03,Feed_Speed_mm_s,last7,8,-0.014415125838721246,-0.10090588087104872,0.3991749009056136,-0.14285714285714285,0.7195436507936508,False,False
LD-03,Focus_Offset_um,full,120,7.024199660685063e-05,0.008358797596215224,0.32708799668400396,0.05826330532212885,0.34538019551742805,False,False
LD-03,Focus_Offset_um,last45,46,-0.0001972087507223373,-0.008874393782505178,0.5601276984403699,-0.04154589371980676,0.6839121228933811,False,False
LD-03,Focus_Offset_um,last30,31,-0.00018925066577837527,-0.005677519973351258,0.779250805732459,0.0021505376344086026,1.0,False,False
LD-03,Focus_Offset_um,last21,22,-0.0010185630315813195,-0.02138982366320771,0.3679299187340122,-0.14285714285714285,0.3711989339777388,False,False
LD-03,Focus_Offset_um,last14,15,-0.001315884472378764,-0.018422382613302694,0.4523709544217993,-0.12380952380952381,0.5589660721223221,False,False
LD-03,Focus_Offset_um,last7,8,0.0003665060430874812,0.0025655423016123684,0.8964432946083902,0.14285714285714285,0.7195436507936508,False,False
LD-03,Head_Temp_C,full,120,4.727323939905098e-05,0.005625515488487066,0.8338893427443673,0.023809523809523808,0.6997922737193027,False,False
LD-03,Head_Temp_C,last45,46,0.00038308589755910177,0.01723886539015958,0.6773066174779491,0.08405797101449276,0.4100934398126739,False,False
LD-03,Head_Temp_C,last30,31,-0.00010803087317445121,-0.0032409261952335362,0.9515530668849508,0.03655913978494624,0.7874429024058983,False,False
LD-03,Head_Temp_C,last21,22,-0.0015590893717566546,-0.032740876806889745,0.6390803692997343,-0.03896103896103896,0.8236433617484156,False,False
LD-03,Head_Temp_C,last14,15,-0.005818525999581198,-0.08145936399413677,0.38186071975399377,-0.21904761904761905,0.2815660702955676,False,False
LD-03,Head_Temp_C,last7,8,-0.02644985489382744,-0.18514898425679208,0.07288277008470737,-0.5714285714285714,0.06101190476190476,False,False
LD-03,Coolant_Flow_lpm,full,120,3.864962183772701e-05,0.004599304998689514,0.6657254009776484,0.029131652661064426,0.6370738121809236,False,False
LD-03,Coolant_Flow_lpm,last45,46,0.000326136084442937,0.014676123799932165,0.39411802494701265,0.10144927536231885,0.3201469546834197,False,False
LD-03,Coolant_Flow_lpm,last30,31,0.00032405121740698966,0.00972153652220969,0.6495491996865207,0.10967741935483873,0.3985669255500403,False,False
LD-03,Coolant_Flow_lpm,last21,22,-0.001567615341948481,-0.032919922180918104,0.23674895232352242,-0.20346320346320346,0.19701520944492798,False,False
