Sample_No,Recipe_Version,Rev_No,Wafer_ID,Tool_ID,Chamber_ID,Site_ID,Zone,Radius_frac,Angle_deg,Top_CD_nm,Mid_CD_nm,Bottom_CD_nm,Depth_nm,Top_CD_Pass,Mid_CD_Pass,Bottom_CD_Pass,Depth_Pass,Defect_Count,Defect_Severity,Anomaly_Event
32,Rev7,7,W002,PX-7500,CH-D,MID-02,Mid,0.52,90.0,99.41,93.12,87.6,1008.0,True,True,True,True,0,0.0,
33,Rev7,7,W002,PX-7500,CH-D,MID-03,Mid,0.52,150.0,95.74,91.39,93.06,1038.2,True,True,True,True,0,0.0,
34,Rev7,7,W002,PX-7500,CH-D,MID-04,Mid,0.52,210.0,97.75,92.6,88.58,1062.5,True,True,True,True,0,0.0,
35,Rev7,7,W002,PX-7500,CH-D,MID-05,Mid,0.52,270.0,100.44,95.21,89.69,1049.7,True,True,True,True,1,2.19,
36,Rev7,7,W002,PX-7500,CH-D,MID-06,Mid,0.52,330.0,98.2,95.08,88.3,1013.3,True,True,True,True,0,0.0,
37,Rev7,7,W002,PX-7500,CH-D,EDG-01,Edge,0.84,0.0,97.54,97.53,88.8,991.3,True,True,True,True,0,0.0,
38,Rev7,7,W002,PX-7500,CH-D,EDG-02,Edge,0.84,32.7,95.01,94.72,100.7,1125.5,True,True,False,False,0,0.0,
39,Rev7,7,W002,PX-7500,CH-D,EDG-03,Edge,0.84,65.5,101.06,96.61,91.1,996.0,False,True,True,True,1,6.43,polymer_residue
40,Rev7,7,W002,PX-7500,CH-D,EDG-04,Edge,0.84,98.2,101.39,96.16,87.16,1074.6,False,True,True,True,1,3.04,esc_temp_drift
41,Rev7,7,W002,PX-7500,CH-D,EDG-05,Edge,0.84,130.9,102.78,94.01,95.72,1073.2,False,True,False,True,1,6.28,endpoint_late
42,Rev7,7,W002,PX-7500,CH-D,EDG-06,Edge,0.84,163.6,99.36,89.63,90.34,1022.4,True,True,True,True,0,0.0,
43,Rev7,7,W002,PX-7500,CH-D,EDG-07,Edge,0.84,196.4,98.67,92.94,91.37,1242.2,True,True,True,False,0,0.0,
44,Rev7,7,W002,PX-7500,CH-D,EDG-08,Edge,0.84,229.1,98.79,94.97,90.91,1117.2,True,True,True,False,1,1.97,esc_temp_drift
45,Rev7,7,W002,PX-7500,CH-D,EDG-09,Edge,0.84,261.8,98.73,93.6,89.24,1104.7,True,True,True,False,0,0.0,
46,Rev7,7,W002,PX-7500,CH-D,EDG-10,Edge,0.84,294.5,102.81,95.72,100.05,1115.8,False,True,False,False,0,0.0,
47,Rev7,7,W002,PX-7500,CH-D,EDG-11,Edge,0.84,327.3,97.26,92.77,90.5,905.8,True,True,True,True,0,0.0,
48,Rev7,7,W002,PX-7500,CH-D,EXT-01,Extreme Edge,0.96,16.4,99.55,97.57,90.46,1014.3,True,True,True,True,1,5.97,
49,Rev7,7,W002,PX-7500,CH-D,EXT-02,Extreme Edge,0.96,49.1,103.82,98.98,99.11,1018.3,False,False,False,True,0,0.0,
50,Rev7,7,W002,PX-7500,CH-D,EXT-03,Extreme Edge,0.96,81.8,101.85,99.43,95.17,1028.7,False,False,False,True,2,9.63,pressure_spike
51,Rev7,7,W002,PX-7500,CH-D,EXT-04,Extreme Edge,0.96,114.5,103.07,92.52,97.61,1073.0,False,True,False,True,1,2.59,
52,Rev7,7,W002,PX-7500,CH-D,EXT-05,Extreme Edge,0.96,147.3,100.8,94.44,95.17,1065.2,False,True,False,True,2,5.97,polymer_residue
53,Rev7,7,W002,PX-7500,CH-D,EXT-06,Extreme Edge,0.96,180.0,103.54,91.5,91.88,1178.4,False,True,True,False,0,0.0,
54,Rev7,7,W002,PX-7500,CH-D,EXT-07,Extreme Edge,0.96,212.7,99.82,94.45,94.7,1144.8,True,True,False,False,2,12.0,
55,Rev7,7,W002,PX-7500,CH-D,EXT-08,Extreme Edge,0.96,245.5,104.3,90.46,100.65,949.5,False,True,False,True,0,0.0,
56,Rev7,7,W002,PX-7500,CH-D,EXT-09,Extreme Edge,0.96,278.2,101.39,96.5,92.78,1097.5,False,True,True,False,1,4.5,polymer_residue
57,Rev7,7,W002,PX-7500,CH-D,EXT-10,Extreme Edge,0.96,310.9,99.94,98.43,99.11,1126.7,True,False,False,False,3,13.58,polymer_residue
58,Rev7,7,W002,PX-7500,CH-D,EXT-11,Extreme Edge,0.96,343.6,99.72,93.08,100.26,1026.0,True,True,False,True,1,5.91,endpoint_late
59,Rev9,9,W003,AE-3200,CH-B,C1,Center,0.0,0.0,95.65,90.67,89.88,1107.1,True,True,True,False,0,0.0,
60,Rev9,9,W003,AE-3200,CH-B,MID-01,Mid,0.52,30.0,96.52,95.39,96.41,1065.5,True,True,False,True,1,3.04,
61,Rev9,9,W003,AE-3200,CH-B,MID-02,Mid,0.52,90.0,93.7,86.93,87.83,1012.2,True,True,True,True,1,4.12,
62,Rev9,9,W003,AE-3200,CH-B,MID-03,Mid,0.52,150.0,98.54,89.85,86.83,1064.1,True,True,True,True,0,0.0,
63,Rev9,9,W003,AE-3200,CH-B,MID-04,Mid,0.52,210.0,94.43,91.65,88.89,1085.8,True,True,True,True,0,0.0,
64,Rev9,9,W003,AE-3200,CH-B,MID-05,Mid,0.52,270.0,97.22,84.28,93.31,998.6,True,False,True,True,1,6.22,esc_temp_drift
65,Rev9,9,W003,AE-3200,CH-B,MID-06,Mid,0.52,330.0,95.41,90.53,89.81,1114.5,True,True,True,False,0,0.0,
66,Rev9,9,W003,AE-3200,CH-B,EDG-01,Edge,0.84,0.0,96.83,97.87,91.56,1106.3,True,False,True,False,1,4.13,polymer_residue
67,Rev9,9,W003,AE-3200,CH-B,EDG-02,Edge,0.84,32.7,96.74,92.78,94.18,1087.6,True,True,True,True,1,3.35,
68,Rev9,9,W003,AE-3200,CH-B,EDG-03,Edge,0.84,65.5,97.02,92.19,92.44,1081.4,True,True,True,True,0,0.0,
69,Rev9,9,W003,AE-3200,CH-B,EDG-04,Edge,0.84,98.2,97.01,92.53,88.37,987.5,True,True,True,True,0,0.0,
70,Rev9,9,W003,AE-3200,CH-B,EDG-05,Edge,0.84,130.9,98.38,91.04,93.67,1105.3,True,True,True,False,1,4.04,
71,Rev9,9,W003,AE-3200,CH-B,EDG-06,Edge,0.84,163.6,98.38,88.21,102.62,1185.8,True,True,False,False,0,0.0,
72,Rev9,9,W003,AE-3200,CH-B,EDG-07,Edge,0.84,196.4,96.94,86.1,86.91,1006.6,True,False,True,True,1,5.56,polymer_residue
73,Rev9,9,W003,AE-3200,CH-B,EDG-08,Edge,0.84,229.1,98.92,93.98,96.67,971.7,True,True,False,True,2,11.76,
74,Rev9,9,W003,AE-3200,CH-B,EDG-09,Edge,0.84,261.8,98.62,90.82,96.91,1062.0,True,True,False,True,1,5.23,
75,Rev9,9,W003,AE-3200,CH-B,EDG-10,Edge,0.84,294.5,99.75,94.0,89.52,1021.2,True,True,True,True,0,0.0,
76,Rev9,9,W003,AE-3200,CH-B,EDG-11,Edge,0.84,327.3,97.43,91.74,92.08,1064.7,True,True,True,True,0,0.0,
77,Rev9,9,W003,AE-3200,CH-B,EXT-01,Extreme Edge,0.96,16.4,98.23,90.53,99.41,1036.0,True,True,False,True,0,0.0,
78,Rev9,9,W003,AE-3200,CH-B,EXT-02,Extreme Edge,0.96,49.1,99.1,92.58,87.9,1037.8,True,True,True,True,0,0.0,
79,Rev9,9,W003,AE-3200,CH-B,EXT-03,Extreme Edge,0.96,81.8,101.67,94.89,88.73,1081.9,False,True,True,True,0,0.0,
80,Rev9,9,W003,AE-3200,CH-B,EXT-04,Extreme Edge,0.96,114.5,99.96,91.58,101.92,1031.7,True,True,False,True,2,6.25,esc_temp_drift
81,Rev9,9,W003,AE-3200,CH-B,EXT-05,Extreme Edge,0.96,147.3,101.85,93.63,88.18,1107.1,False,True,True,False,1,6.14,
82,Rev9,9,W003,AE-3200,CH-B,EXT-06,Extreme Edge,0.96,180.0,97.36,93.5,92.0,1070.7,True,True,True,True,1,2.57,polymer_residue
83,Rev9,9,W003,AE-3200,CH-B,EXT-07,Extreme Edge,0.96,212.7,93.0,90.04,92.74,1042.7,True,True,True,True,1,5.85,
84,Rev9,9,W003,AE-3200,CH-B,EXT-08,Extreme Edge,0.96,245.5,100.52,90.13,85.92,1045.6,True,True,True,True,0,0.0,
85,Rev9,9,W003,AE-3200,CH-B,EXT-09,Extreme Edge,0.96,278.2,99.5,88.68,103.24,1073.9,True,True,False,True,1,4.18,esc_temp_drift
86,Rev9,9,W003,AE-3200,CH-B,EXT-10,Extreme Edge,0.96,310.9,97.22,92.36,104.27,1077.5,True,True,False,True,1,2.01,polymer_residue
87,Rev9,9,W003,AE-3200,CH-B,EXT-11,Extreme Edge,0.96,343.6,98.72,93.68,88.76,1032.0,True,True,True,True,1,3.83,polymer_residue
88,Rev6,6,W004,PX-7500,CH-C,C1,Center,0.0,0.0,98.43,91.6,86.52,1098.8,True,True,True,False,0,0.0,
89,Rev6,6,W004,PX-7500,CH-C,MID-01,Mid,0.52,30.0,97.77,92.7,83.96,979.7,True,True,True,True,0,0.0,
90,Rev6,6,W004,PX-7500,CH-C,MID-02,Mid,0.52,90.0,100.48,92.31,80.31,975.0,True,True,True,True,0,0.0,
91,Rev6,6,W004,PX-7500,CH-C,MID-03,Mid,0.52,150.0,97.51,96.14,86.49,954.4,True,True,True,True,0,0.0,
92,Rev6,6,W004,PX-7500,CH-C,MID-04,Mid,0.52,210.0,97.04,95.31,83.03,929.8,True,True,True,True,0,0.0,
93,Rev6,6,W004,PX-7500,CH-C,MID-05,Mid,0.52,270.0,97.75,97.24,82.75,948.4,True,True,True,True,0,0.0,
94,Rev6,6,W004,PX-7500,CH-C,MID-06,Mid,0.52,330.0,99.15,94.42,88.94,894.9,True,True,True,True,1,5.21,
95,Rev6,6,W004,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,97.04,98.33,86.4,972.6,True,False,True,True,2,11.4,polymer_residue
96,Rev6,6,W004,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,99.66,92.73,90.38,972.6,True,True,True,True,2,12.74,
97,Rev6,6,W004,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,100.01,97.95,90.6,995.5,True,False,True,True,1,5.72,arc_event
98,Rev6,6,W004,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,100.25,91.26,91.12,1084.1,True,True,True,True,0,0.0,
99,Rev6,6,W004,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,98.74,95.06,83.78,1038.4,True,True,True,True,0,0.0,
100,Rev6,6,W004,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,99.69,97.76,90.78,1033.4,True,False,True,True,0,0.0,
101,Rev6,6,W004,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,98.34,97.1,95.38,1029.2,True,True,False,True,0,0.0,
102,Rev6,6,W004,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,100.84,93.87,92.96,1013.7,False,True,True,True,1,3.51,
103,Rev6,6,W004,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,98.36,94.48,98.28,922.7,True,True,False,True,0,0.0,
104,Rev6,6,W004,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,98.82,97.19,82.98,1024.0,True,True,True,True,0,0.0,
105,Rev6,6,W004,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,101.22,94.36,86.17,1014.0,False,True,True,True,0,0.0,
106,Rev6,6,W004,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,98.48,95.04,101.62,1073.7,True,True,False,True,1,4.99,
107,Rev6,6,W004,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,103.28,97.05,91.68,1013.3,False,True,True,True,2,12.28,
108,Rev6,6,W004,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,99.65,97.74,93.59,974.6,True,False,True,True,0,0.0,
109,Rev6,6,W004,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,99.75,96.09,98.27,1027.3,True,True,False,True,0,0.0,
110,Rev6,6,W004,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,102.02,92.56,93.68,958.5,False,True,True,True,0,0.0,
111,Rev6,6,W004,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,97.44,91.21,90.7,909.0,True,True,True,True,2,10.88,
112,Rev6,6,W004,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,98.07,98.09,90.62,1009.6,True,False,True,True,2,7.6,
113,Rev6,6,W004,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,99.86,95.07,95.48,927.3,True,True,False,True,0,0.0,
114,Rev6,6,W004,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,101.79,99.66,89.82,1061.2,False,False,True,True,1,3.42,
115,Rev6,6,W004,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,100.77,97.0,87.77,988.2,True,True,True,True,1,3.48,endpoint_late
116,Rev6,6,W004,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,98.8,93.78,91.4,986.2,True,True,True,True,1,4.49,pressure_spike
117,Rev1,1,W005,AE-3200,CH-B,C1,Center,0.0,0.0,95.41,97.89,88.72,936.8,True,False,True,True,0,0.0,
118,Rev1,1,W005,AE-3200,CH-B,MID-01,Mid,0.52,30.0,95.38,96.17,89.01,970.9,True,True,True,True,0,0.0,
119,Rev1,1,W005,AE-3200,CH-B,MID-02,Mid,0.52,90.0,95.06,100.52,89.44,893.2,True,False,True,True,1,3.52,
120,Rev1,1,W005,AE-3200,CH-B,MID-03,Mid,0.52,150.0,92.72,94.92,82.17,962.0,True,True,True,True,0,0.0,
121,Rev1,1,W005,AE-3200,CH-B,MID-04,Mid,0.52,210.0,96.5,99.63,78.27,930.1,True,False,True,True,0,0.0,
122,Rev1,1,W005,AE-3200,CH-B,MID-05,Mid,0.52,270.0,98.16,98.11,87.66,899.2,True,False,True,True,0,0.0,
123,Rev1,1,W005,AE-3200,CH-B,MID-06,Mid,0.52,330.0,97.77,100.58,86.27,934.1,True,False,True,True,0,0.0,
124,Rev1,1,W005,AE-3200,CH-B,EDG-01,Edge,0.84,0.0,97.86,98.51,87.2,1003.1,True,False,True,True,0,0.0,
125,Rev1,1,W005,AE-3200,CH-B,EDG-02,Edge,0.84,32.7,99.4,98.59,82.12,986.6,True,False,True,True,1,3.5,polymer_residue
126,Rev1,1,W005,AE-3200,CH-B,EDG-03,Edge,0.84,65.5,96.21,97.52,90.14,987.1,True,True,True,True,0,0.0,
127,Rev1,1,W005,AE-3200,CH-B,EDG-04,Edge,0.84,98.2,98.34,97.23,84.05,1038.4,True,True,True,True,0,0.0,
128,Rev1,1,W005,AE-3200,CH-B,EDG-05,Edge,0.84,130.9,93.47,93.82,85.13,970.0,True,True,True,True,0,0.0,
129,Rev1,1,W005,AE-3200,CH-B,EDG-06,Edge,0.84,163.6,96.16,99.46,80.91,998.3,True,False,True,True,2,5.06,
130,Rev1,1,W005,AE-3200,CH-B,EDG-07,Edge,0.84,196.4,100.36,98.36,87.14,1061.6,True,False,True,True,0,0.0,
131,Rev1,1,W005,AE-3200,CH-B,EDG-08,Edge,0.84,229.1,95.07,98.67,87.32,1000.5,True,False,True,True,0,0.0,
132,Rev1,1,W005,AE-3200,CH-B,EDG-09,Edge,0.84,261.8,96.05,100.12,77.48,916.8,True,False,False,True,2,4.98,
133,Rev1,1,W005,AE-3200,CH-B,EDG-10,Edge,0.84,294.5,98.87,100.36,89.15,952.1,True,False,True,True,0,0.0,
134,Rev1,1,W005,AE-3200,CH-B,EDG-11,Edge,0.84,327.3,97.88,98.86,86.96,1014.2,True,False,True,True,0,0.0,
135,Rev1,1,W005,AE-3200,CH-B,EXT-01,Extreme Edge,0.96,16.4,100.41,97.83,84.8,1023.5,True,False,True,True,1,4.87,
136,Rev1,1,W005,AE-3200,CH-B,EXT-02,Extreme Edge,0.96,49.1,101.1,103.88,81.12,1013.9,False,False,True,True,3,12.36,
137,Rev1,1,W005,AE-3200,CH-B,EXT-03,Extreme Edge,0.96,81.8,98.31,103.44,90.89,1077.2,True,False,True,True,1,4.43,
138,Rev1,1,W005,AE-3200,CH-B,EXT-04,Extreme Edge,0.96,114.5,97.24,102.35,91.37,966.2,True,False,True,True,0,0.0,
139,Rev1,1,W005,AE-3200,CH-B,EXT-05,Extreme Edge,0.96,147.3,97.45,102.32,86.58,962.2,True,False,True,True,0,0.0,
140,Rev1,1,W005,AE-3200,CH-B,EXT-06,Extreme Edge,0.96,180.0,98.36,102.13,87.75,965.9,True,False,True,True,1,2.92,polymer_residue
141,Rev1,1,W005,AE-3200,CH-B,EXT-07,Extreme Edge,0.96,212.7,98.95,99.46,83.81,1094.9,True,False,True,False,1,2.76,endpoint_late
142,Rev1,1,W005,AE-3200,CH-B,EXT-08,Extreme Edge,0.96,245.5,100.32,95.56,87.47,1061.5,True,True,True,True,1,3.56,
143,Rev1,1,W005,AE-3200,CH-B,EXT-09,Extreme Edge,0.96,278.2,98.37,100.88,81.23,1085.9,True,False,True,True,2,12.87,
144,Rev1,1,W005,AE-3200,CH-B,EXT-10,Extreme Edge,0.96,310.9,102.7,98.09,88.28,1031.5,False,False,True,True,0,0.0,
145,Rev1,1,W005,AE-3200,CH-B,EXT-11,Extreme Edge,0.96,343.6,99.14,99.17,87.19,1001.8,True,False,True,True,0,0.0,
146,Rev10,10,W006,PX-7500,CH-C,C1,Center,0.0,0.0,95.89,88.44,94.44,1050.4,True,True,True,True,0,0.0,
147,Rev10,10,W006,PX-7500,CH-C,MID-01,Mid,0.52,30.0,99.37,90.03,98.11,1031.4,True,True,False,True,0,0.0,
148,Rev10,10,W006,PX-7500,CH-C,MID-02,Mid,0.52,90.0,98.84,91.33,98.59,1037.8,True,True,False,True,2,4.44,
149,Rev10,10,W006,PX-7500,CH-C,MID-03,Mid,0.52,150.0,95.72,90.14,93.54,1020.8,True,True,True,True,0,0.0,
150,Rev10,10,W006,PX-7500,CH-C,MID-04,Mid,0.52,210.0,96.9,89.63,97.55,970.3,True,True,False,True,0,0.0,
151,Rev10,10,W006,PX-7500,CH-C,MID-05,Mid,0.52,270.0,97.79,94.58,95.18,960.5,True,True,False,True,1,5.53,polymer_residue
152,Rev10,10,W006,PX-7500,CH-C,MID-06,Mid,0.52,330.0,98.61,90.93,93.28,977.5,True,True,True,True,0,0.0,
153,Rev10,10,W006,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,98.83,91.46,92.8,971.8,True,True,True,True,1,4.62,pressure_spike
154,Rev10,10,W006,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,101.78,90.3,101.97,1076.2,False,True,False,True,0,0.0,
155,Rev10,10,W006,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,102.58,89.02,98.59,1038.3,False,True,False,True,0,0.0,
156,Rev10,10,W006,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,98.08,95.28,97.92,1038.0,True,True,False,True,0,0.0,
157,Rev10,10,W006,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,99.89,93.98,99.74,1059.9,True,True,False,True,0,0.0,
158,Rev10,10,W006,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,99.59,90.91,95.36,1014.8,True,True,False,True,1,3.38,arc_event
159,Rev10,10,W006,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,95.09,94.68,97.5,1096.0,True,True,False,False,0,0.0,
160,Rev10,10,W006,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,100.35,94.57,92.39,1004.3,True,True,True,True,3,18.5,endpoint_late
161,Rev10,10,W006,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,102.06,96.42,101.01,995.3,False,True,False,True,0,0.0,
162,Rev10,10,W006,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,100.9,93.04,102.93,1026.4,False,True,False,True,1,6.43,
163,Rev10,10,W006,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,99.38,91.93,97.33,1033.0,True,True,False,True,1,3.07,
164,Rev10,10,W006,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,101.16,93.02,102.25,967.6,False,True,False,True,1,2.88,endpoint_late
165,Rev10,10,W006,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,101.1,90.9,101.34,1076.5,False,True,False,True,1,2.7,
166,Rev10,10,W006,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,104.31,88.73,101.57,1050.1,False,True,False,True,0,0.0,
167,Rev10,10,W006,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,100.43,90.39,98.99,1021.6,True,True,False,True,0,0.0,
168,Rev10,10,W006,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,99.07,91.48,99.5,1046.8,True,True,False,True,1,3.08,pressure_spike
169,Rev10,10,W006,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,100.53,95.6,99.62,1031.0,True,True,False,True,1,4.47,
170,Rev10,10,W006,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,100.13,87.66,101.22,1022.0,True,True,False,True,0,0.0,
171,Rev10,10,W006,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,100.79,95.03,95.77,942.0,True,True,False,True,1,3.93,endpoint_late
172,Rev10,10,W006,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,98.35,90.91,98.84,964.2,True,True,False,True,0,0.0,
173,Rev10,10,W006,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,98.97,94.79,96.72,1007.0,True,True,False,True,1,5.2,polymer_residue
174,Rev10,10,W006,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,98.15,93.37,99.56,1119.1,True,True,False,False,1,4.23,polymer_residue
175,Rev8,8,W007,AE-3200,CH-A,C1,Center,0.0,0.0,102.1,93.0,94.55,1023.1,False,True,False,True,0,0.0,
176,Rev8,8,W007,AE-3200,CH-A,MID-01,Mid,0.52,30.0,100.57,96.3,89.97,1127.3,True,True,True,False,0,0.0,
177,Rev8,8,W007,AE-3200,CH-A,MID-02,Mid,0.52,90.0,96.48,92.31,97.65,978.1,True,True,False,True,0,0.0,
178,Rev8,8,W007,AE-3200,CH-A,MID-03,Mid,0.52,150.0,101.64,89.49,91.9,998.2,False,True,True,True,0,0.0,
179,Rev8,8,W007,AE-3200,CH-A,MID-04,Mid,0.52,210.0,102.07,88.33,90.79,1026.6,False,True,True,True,0,0.0,
180,Rev8,8,W007,AE-3200,CH-A,MID-05,Mid,0.52,270.0,104.09,88.76,88.96,1046.5,False,True,True,True,0,0.0,
181,Rev8,8,W007,AE-3200,CH-A,MID-06,Mid,0.52,330.0,104.99,91.33,92.02,968.2,False,True,True,True,0,0.0,
182,Rev8,8,W007,AE-3200,CH-A,EDG-01,Edge,0.84,0.0,101.63,92.53,92.97,989.5,False,True,True,True,2,8.36,polymer_residue
